hum,weathersit,holiday,season,atemp,temp,hr,week,cnt
0.48,2,0,2,0.65,0.7,20,6,239
0.87,3,0,4,0.41,0.4,15,2,65
0.87,3,0,1,0.21,0.22,7,3,30
0.52,1,0,3,0.7,0.76,10,6,264
0.6,2,0,1,0.23,0.24,18,4,197
0.56,2,0,1,0.23,0.26,1,0,28
0.74,1,0,3,0.67,0.7,1,3,15
0.56,1,0,2,0.53,0.56,7,6,87
0.37,1,0,2,0.65,0.72,14,4,265
0.83,1,0,3,0.58,0.62,22,5,229
0.5,1,0,4,0.42,0.42,14,3,218
0.39,1,0,1,0.12,0.14,8,4,220
0.68,1,0,2,0.52,0.54,4,6,8
0.43,1,0,1,0.35,0.36,19,1,150
0.41,1,0,1,0.26,0.28,11,6,159
0.58,1,0,3,0.68,0.74,9,6,247
0.64,1,0,1,0.23,0.16,2,4,2
0.46,1,0,1,0.36,0.34,17,0,121
0.73,1,0,3,0.61,0.64,4,3,5
0.73,1,0,3,0.59,0.6,3,6,37
0.58,1,0,4,0.42,0.42,23,6,125
0.41,3,0,2,0.42,0.42,20,0,79
0.93,1,0,1,0.21,0.14,4,0,1
0.87,3,0,1,0.41,0.4,16,5,178
1.0,3,0,2,0.3,0.3,22,5,24
0.75,1,0,1,0.23,0.2,9,2,217
0.67,2,0,4,0.47,0.48,18,4,240
0.68,1,0,3,0.48,0.5,3,0,48
0.84,2,0,3,0.67,0.7,21,6,114
0.54,1,0,1,0.41,0.4,14,5,200
0.64,1,0,1,0.27,0.22,4,2,2
0.5,1,0,2,0.62,0.64,2,6,89
0.65,1,0,2,0.65,0.7,0,0,89
0.54,1,0,2,0.67,0.72,12,4,206
0.52,2,0,1,0.23,0.24,9,4,143
0.76,1,0,1,0.32,0.32,6,4,51
0.51,1,0,4,0.48,0.5,21,1,256
0.51,1,0,4,0.48,0.5,22,1,172
0.57,1,0,3,0.62,0.62,5,4,47
0.29,1,0,3,0.7,0.8,14,5,186
0.42,2,1,1,0.3,0.34,0,1,37
0.51,1,0,4,0.48,0.5,12,3,180
0.42,1,0,3,0.85,0.9,15,2,148
0.49,1,0,1,0.33,0.3,20,4,177
0.49,1,0,2,0.62,0.6,9,3,207
0.69,2,0,1,0.2,0.2,1,5,7
0.75,1,0,4,0.23,0.26,20,2,232
0.88,1,0,2,0.44,0.44,1,1,33
0.54,2,0,3,0.67,0.72,9,1,187
0.43,1,0,1,0.41,0.4,16,1,228
0.44,2,0,1,0.44,0.44,11,4,90
0.88,2,0,4,0.52,0.54,0,2,30
0.7,1,0,3,0.65,0.7,0,6,180
0.67,1,0,2,0.44,0.44,23,6,125
0.66,2,0,1,0.33,0.32,21,5,122
0.81,2,0,4,0.3,0.3,3,0,46
0.23,1,0,2,0.45,0.46,23,6,118
0.73,1,0,3,0.59,0.62,3,4,8
0.72,1,0,1,0.44,0.44,11,5,113
0.57,2,0,4,0.3,0.32,20,3,190
0.36,1,0,1,0.27,0.28,14,0,91
0.33,1,0,3,0.68,0.78,10,3,114
0.5,1,0,1,0.14,0.12,9,1,205
0.94,2,0,3,0.56,0.64,10,4,65
0.66,1,0,4,0.32,0.34,7,0,43
0.83,1,0,3,0.61,0.66,5,2,45
0.65,1,0,3,0.65,0.7,5,4,27
0.57,1,0,1,0.35,0.34,6,1,88
0.54,1,0,1,0.12,0.1,2,5,1
0.8,1,0,1,0.27,0.22,9,1,118
0.79,1,0,3,0.67,0.7,7,0,47
0.87,3,0,1,0.41,0.4,15,5,94
0.88,1,0,2,0.5,0.52,3,5,10
0.54,2,0,3,0.65,0.7,6,5,127
0.28,1,0,2,0.64,0.7,15,5,212
0.87,2,0,1,0.33,0.3,0,5,34
0.35,1,0,3,0.67,0.76,11,3,170
0.66,1,0,4,0.38,0.36,20,2,147
0.66,1,0,3,0.68,0.72,11,3,164
0.73,2,0,2,0.59,0.62,22,1,164
0.23,1,0,2,0.32,0.34,16,1,132
1.0,2,0,4,0.33,0.34,9,1,174
0.38,1,0,2,0.44,0.44,10,5,192
0.88,1,0,4,0.42,0.42,7,1,277
0.93,1,0,1,0.26,0.26,23,6,59
0.55,1,0,3,0.76,0.8,13,2,275
0.87,2,0,4,0.41,0.4,2,0,78
0.81,3,0,4,0.29,0.3,4,2,5
0.24,1,0,2,0.45,0.46,20,5,252
0.81,1,0,4,0.33,0.32,4,0,11
0.47,1,0,1,0.2,0.22,9,5,214
0.81,1,0,1,0.33,0.32,23,4,73
0.37,1,0,4,0.41,0.4,14,2,134
0.65,1,0,3,0.24,0.66,1,5,54
0.94,3,0,3,0.52,0.54,15,2,89
0.81,3,0,4,0.29,0.32,6,2,50
0.61,1,0,3,0.65,0.7,4,4,6
0.76,2,0,4,0.32,0.34,4,2,8
1.0,1,0,2,0.47,0.48,3,4,4
0.86,2,0,1,0.26,0.2,5,1,19
0.4,1,0,3,0.68,0.76,9,2,187
0.36,1,0,2,0.32,0.32,14,0,164
0.44,1,0,1,0.02,0.02,7,6,8
0.7,1,0,4,0.33,0.3,0,6,94
0.55,1,0,1,0.23,0.22,13,2,55
0.8,1,0,1,0.21,0.22,3,4,4
0.45,1,1,1,0.26,0.28,4,1,4
0.7,1,0,1,0.27,0.28,8,6,27
0.69,2,0,2,0.62,0.66,12,3,248
0.47,2,0,4,0.24,0.22,6,0,11
0.76,1,0,4,0.41,0.4,21,6,157
0.7,2,0,1,0.23,0.26,0,2,12
0.81,1,0,1,0.33,0.32,9,4,230
0.64,1,0,3,0.52,0.54,8,0,128
0.87,2,0,2,0.35,0.36,2,6,24
0.79,1,0,3,0.7,0.72,2,4,18
0.39,1,0,2,0.52,0.54,23,4,110
0.88,1,0,2,0.53,0.56,5,3,25
0.49,2,0,1,0.27,0.3,18,0,167
0.62,2,0,2,0.68,0.72,15,1,176
0.5,2,0,1,0.12,0.14,6,0,8
0.62,1,0,4,0.44,0.44,17,0,256
0.68,1,0,2,0.52,0.54,9,5,234
0.49,1,0,3,0.74,0.8,14,1,246
0.45,1,0,3,0.65,0.72,20,0,214
0.67,1,0,4,0.44,0.44,19,6,220
0.94,3,0,4,0.56,0.64,10,2,122
0.79,1,0,3,0.71,0.74,1,5,34
0.83,1,0,2,0.61,0.66,3,3,8
0.41,1,0,2,0.21,0.22,6,2,50
0.29,1,0,2,0.33,0.34,15,6,219
0.24,1,0,2,0.41,0.4,14,2,184
0.47,1,0,1,0.15,0.16,11,0,165
0.45,2,0,1,0.27,0.28,14,1,247
0.79,1,0,3,0.7,0.72,0,2,35
0.66,1,0,3,0.7,0.74,22,2,269
0.48,2,0,1,0.02,0.02,4,6,3
0.5,1,1,4,0.42,0.42,18,4,37
0.61,1,0,2,0.65,0.7,15,2,153
0.53,1,0,1,0.33,0.34,3,4,4
0.68,1,0,2,0.53,0.56,8,6,126
0.76,1,0,1,0.33,0.34,3,0,23
0.87,1,0,1,0.39,0.38,18,2,135
0.69,1,0,3,0.68,0.72,5,0,8
0.72,1,0,4,0.47,0.48,23,0,32
0.56,1,0,4,0.3,0.3,8,0,149
0.52,1,0,1,0.24,0.24,1,0,61
0.79,1,0,2,0.67,0.7,0,2,45
0.74,1,0,3,0.67,0.7,23,3,152
0.82,2,0,2,0.47,0.48,0,4,90
0.78,1,0,2,0.61,0.66,22,6,161
0.71,2,0,2,0.3,0.34,1,1,7
0.58,1,0,3,0.67,0.72,2,5,18
0.28,1,0,2,0.65,0.74,14,3,178
0.44,1,0,1,0.23,0.24,11,0,93
0.66,1,0,2,0.73,0.76,21,5,218
0.33,1,0,1,0.44,0.44,19,6,154
0.62,1,0,1,0.44,0.44,20,5,167
0.87,3,0,1,0.23,0.26,15,3,13
0.94,3,0,4,0.45,0.46,8,3,232
0.74,1,0,3,0.67,0.7,21,4,234
0.68,2,0,3,0.53,0.56,21,1,200
0.65,2,0,3,0.65,0.7,23,1,131
0.94,2,0,2,0.5,0.52,9,6,100
0.48,2,0,2,0.67,0.74,14,2,204
0.42,1,0,3,0.85,0.9,16,2,277
0.49,2,0,4,0.3,0.34,1,6,89
0.8,2,0,1,0.18,0.2,17,6,106
0.36,1,0,1,0.26,0.3,19,0,132
0.73,1,0,3,0.59,0.62,6,1,159
0.87,1,0,4,0.38,0.36,1,0,71
0.94,2,0,2,0.44,0.44,23,6,105
0.69,1,0,3,0.62,0.66,3,4,6
0.56,1,0,3,0.79,0.82,10,2,218
0.74,2,0,3,0.62,0.66,2,2,11
0.52,1,0,4,0.29,0.3,23,2,64
0.75,1,0,1,0.32,0.28,3,3,3
0.87,3,0,1,0.26,0.24,19,3,161
0.25,1,0,2,0.3,0.34,13,2,104
1.0,2,0,2,0.5,0.52,7,1,196
0.89,1,0,2,0.58,0.64,6,3,116
0.38,1,0,2,0.62,0.6,15,4,160
0.62,1,0,1,0.44,0.44,1,5,18
0.61,1,0,2,0.26,0.28,20,4,118
0.57,2,0,4,0.32,0.34,11,4,190
0.55,2,0,3,0.68,0.74,9,3,195
0.49,2,0,4,0.32,0.32,6,6,21
0.89,1,0,3,0.58,0.64,5,6,10
0.58,1,0,2,0.44,0.44,2,2,5
0.73,1,0,4,0.52,0.54,6,3,182
0.54,2,0,1,0.44,0.44,18,3,237
0.82,1,0,4,0.45,0.46,22,1,183
0.35,2,0,2,0.67,0.76,16,3,255
0.74,2,0,3,0.7,0.72,4,1,11
0.6,1,0,1,0.29,0.24,2,2,3
0.41,2,0,2,0.62,0.62,15,3,199
0.94,1,0,3,0.56,0.64,12,5,75
0.6,1,0,1,0.26,0.26,5,5,17
0.93,2,0,2,0.23,0.24,3,5,4
0.88,1,0,4,0.45,0.46,23,5,131
0.49,1,0,1,0.3,0.34,22,5,119
0.8,1,0,1,0.27,0.22,9,6,158
0.52,1,0,1,0.23,0.24,11,4,99
0.43,1,0,2,0.18,0.18,5,1,8
0.94,1,0,2,0.45,0.46,1,1,4
0.65,1,0,4,0.27,0.28,6,5,75
0.57,2,0,1,0.3,0.32,22,0,47
0.52,1,0,1,0.23,0.24,5,5,17
0.6,2,1,1,0.21,0.24,5,1,6
0.78,2,0,3,0.59,0.64,6,4,103
0.7,2,0,1,0.23,0.24,0,5,21
0.42,2,0,1,0.27,0.3,5,6,3
0.49,2,0,2,0.53,0.56,12,1,184
0.72,3,0,4,0.45,0.46,16,4,131
0.56,1,0,2,0.52,0.54,3,0,66
0.49,2,0,2,0.32,0.32,8,3,263
0.89,3,0,4,0.58,0.64,9,2,193
0.81,1,0,4,0.24,0.24,22,2,97
0.68,1,0,4,0.53,0.56,22,4,175
0.68,1,0,2,0.52,0.54,10,3,154
0.87,3,0,1,0.26,0.24,18,3,167
0.26,1,0,3,0.85,0.96,17,6,279
0.56,1,0,1,0.29,0.3,17,0,77
0.59,1,0,3,0.83,0.84,9,6,256
0.59,2,0,3,0.74,0.78,22,2,191
0.87,2,0,1,0.24,0.24,23,6,70
0.7,1,0,1,0.29,0.24,7,6,41
0.77,2,0,4,0.5,0.52,22,2,137
0.83,1,0,3,0.61,0.66,19,4,141
0.87,1,0,4,0.32,0.28,22,5,129
0.5,1,0,1,0.12,0.12,0,1,5
0.83,1,0,3,0.64,0.68,2,2,15
0.56,1,0,3,0.89,0.88,13,4,102
0.54,1,0,1,0.12,0.1,1,5,5
0.42,2,0,4,0.36,0.34,13,3,238
0.74,1,0,1,0.15,0.14,8,5,220
0.88,2,0,2,0.47,0.48,1,4,11
0.73,3,0,2,0.52,0.54,14,4,180
0.27,1,0,1,0.23,0.22,15,0,206
0.61,3,0,2,0.65,0.7,16,3,278
0.38,1,0,1,0.44,0.44,13,2,184
0.93,1,0,4,0.26,0.24,6,6,16
0.36,1,1,1,0.27,0.3,14,1,151
0.89,3,0,3,0.67,0.7,2,1,5
0.93,3,0,2,0.27,0.3,19,5,53
0.55,2,1,1,0.17,0.18,18,1,92
0.29,1,1,4,0.47,0.48,15,4,228
0.55,1,0,1,0.21,0.18,21,4,54
0.73,1,0,1,0.52,0.54,11,2,219
0.41,1,1,4,0.42,0.42,11,4,232
0.69,1,0,4,0.26,0.2,2,1,5
0.7,1,0,3,0.73,0.76,10,3,110
0.6,1,0,1,0.24,0.24,3,0,66
0.46,1,0,3,0.76,0.82,11,2,167
0.81,2,0,1,0.3,0.28,7,4,239
0.62,1,0,2,0.41,0.4,20,5,209
0.86,2,0,1,0.2,0.16,8,5,157
0.78,2,0,2,0.55,0.58,14,3,138
0.69,1,0,3,0.61,0.64,8,6,89
0.74,1,0,3,0.62,0.66,1,2,13
0.59,2,0,2,0.48,0.5,0,0,100
0.81,2,0,1,0.27,0.26,7,3,253
0.59,2,0,2,0.5,0.52,21,1,221
0.59,1,0,1,0.23,0.2,9,0,56
0.46,1,0,4,0.32,0.34,15,2,272
0.43,1,0,2,0.53,0.56,22,4,251
0.87,1,0,4,0.35,0.36,5,0,5
0.68,2,0,3,0.53,0.56,0,3,26
0.83,1,0,4,0.5,0.52,4,5,8
0.27,1,0,2,0.39,0.38,7,0,37
0.5,1,0,2,0.62,0.66,22,4,264
0.42,2,0,4,0.32,0.34,14,5,128
1.0,2,0,4,0.35,0.36,5,4,23
0.58,1,0,2,0.67,0.72,14,2,155
0.48,1,0,3,0.67,0.74,21,6,232
0.81,1,0,4,0.27,0.28,5,3,22
0.82,1,0,2,0.47,0.48,23,0,65
0.88,1,0,4,0.44,0.44,3,4,5
0.78,1,0,3,0.59,0.62,1,3,8
0.87,1,0,4,0.35,0.32,2,1,8
0.66,2,0,4,0.38,0.36,9,2,259
0.73,1,0,2,0.61,0.64,2,0,61
0.54,2,0,4,0.44,0.44,13,3,174
0.49,1,0,1,0.11,0.06,7,3,99
0.7,1,0,4,0.26,0.24,5,6,6
0.54,1,0,3,0.62,0.66,21,5,261
0.4,1,0,2,0.41,0.4,4,0,7
0.56,1,0,4,0.27,0.3,9,6,141
0.6,1,0,2,0.53,0.56,3,6,27
0.88,3,0,2,0.55,0.6,22,5,23
0.55,2,0,1,0.24,0.18,23,5,27
0.38,1,0,2,0.42,0.42,22,4,137
0.53,1,0,1,0.33,0.34,21,3,178
0.59,1,0,1,0.12,0.14,7,2,170
0.54,1,0,3,0.65,0.7,5,3,18
0.47,1,0,1,0.21,0.2,4,0,4
0.43,2,0,2,0.62,0.6,15,1,176
0.29,1,0,4,0.39,0.38,20,4,245
0.77,1,0,4,0.47,0.48,11,1,233
0.72,1,0,4,0.44,0.44,4,6,18
0.69,1,0,1,0.27,0.22,0,1,12
0.88,2,0,4,0.45,0.46,22,2,128
0.52,3,0,2,0.7,0.76,21,4,171
0.83,1,0,2,0.53,0.56,19,0,231
0.28,1,0,3,0.76,0.88,15,2,163
0.93,3,0,1,0.21,0.22,14,3,20
0.47,1,0,1,0.23,0.2,23,4,38
0.78,1,0,3,0.59,0.62,0,2,33
0.47,1,0,1,0.12,0.16,10,2,60
0.82,1,0,1,0.47,0.48,0,1,23
0.41,1,0,2,0.62,0.66,12,1,196
0.88,3,0,3,0.55,0.58,19,6,215
0.8,1,0,1,0.23,0.22,9,6,130
0.93,2,1,1,0.23,0.22,5,2,3
0.69,1,0,1,0.14,0.14,10,5,44
0.83,1,0,2,0.56,0.6,7,6,50
0.94,3,0,4,0.5,0.52,12,3,130
0.61,1,0,4,0.29,0.28,3,0,11
0.58,3,0,2,0.68,0.74,16,5,222
0.58,1,0,4,0.44,0.44,23,3,136
0.75,1,0,1,0.27,0.26,6,6,7
0.77,2,0,2,0.44,0.44,4,0,7
0.35,1,0,1,0.21,0.24,18,4,167
0.52,1,0,3,0.52,0.54,22,1,159
0.81,1,0,1,0.27,0.26,23,2,41
0.87,1,0,4,0.36,0.34,0,1,15
0.44,1,1,1,0.23,0.26,16,1,180
0.68,1,0,2,0.48,0.5,5,0,12
0.8,3,0,1,0.17,0.16,22,3,46
0.45,1,0,4,0.48,0.5,21,5,178
0.94,2,0,4,0.55,0.62,3,2,10
0.48,1,0,4,0.24,0.26,0,4,44
0.87,1,0,2,0.41,0.4,4,1,6
0.58,1,0,3,0.71,0.76,23,3,131
0.43,1,0,3,0.73,0.8,10,3,113
0.8,2,0,1,0.23,0.22,19,2,99
0.62,1,0,3,0.71,0.76,10,5,256
0.78,3,0,2,0.58,0.6,23,1,74
0.58,2,0,3,0.68,0.74,12,1,266
0.5,1,0,2,0.62,0.66,0,5,86
0.57,2,0,2,0.33,0.32,23,2,35
0.69,1,0,1,0.2,0.2,6,4,58
0.94,2,0,3,0.55,0.62,9,4,203
0.88,2,0,4,0.52,0.54,10,3,113
0.94,1,0,3,0.55,0.62,23,5,148
0.72,2,0,2,0.48,0.5,16,0,214
0.49,2,0,4,0.3,0.3,22,5,106
0.38,1,0,3,0.88,0.94,17,6,197
0.78,1,0,3,0.59,0.64,4,1,4
0.56,2,0,1,0.24,0.3,20,6,66
0.67,1,0,4,0.42,0.42,19,5,134
0.38,1,0,2,0.44,0.44,10,5,236
0.73,3,0,4,0.53,0.56,9,2,202
0.81,3,0,2,0.29,0.3,7,1,207
0.45,1,0,1,0.33,0.3,17,2,222
0.71,3,0,1,0.42,0.42,20,4,33
0.59,1,0,3,0.77,0.8,11,2,149
0.53,1,0,4,0.3,0.32,20,2,257
0.65,1,0,1,0.2,0.24,7,2,100
0.67,2,0,4,0.42,0.42,12,4,167
0.6,1,0,1,0.24,0.24,18,5,213
0.83,1,0,3,0.58,0.62,4,4,6
0.73,1,0,3,0.53,0.56,5,3,27
0.49,1,0,3,0.74,0.8,14,2,178
0.84,1,0,2,0.67,0.7,1,3,17
0.44,1,0,2,0.62,0.64,13,2,209
0.58,1,0,2,0.68,0.74,13,5,209
0.53,1,0,4,0.62,0.6,12,5,235
0.36,1,0,1,0.35,0.32,20,4,199
0.94,2,0,3,0.56,0.64,5,0,10
0.82,3,0,2,0.42,0.42,12,3,95
0.64,1,0,1,0.2,0.18,21,1,52
0.55,1,0,3,0.7,0.76,13,3,178
0.94,3,0,3,0.55,0.62,7,4,179
0.23,1,0,1,0.29,0.24,15,4,68
0.44,1,0,4,0.26,0.22,6,5,71
0.87,3,0,1,0.41,0.4,17,2,115
0.71,2,0,4,0.42,0.42,10,5,134
0.87,3,0,4,0.41,0.4,22,1,78
0.83,1,0,2,0.53,0.56,2,3,16
0.5,2,0,1,0.41,0.4,6,5,85
0.94,2,0,3,0.53,0.56,13,2,103
0.49,2,0,2,0.3,0.34,10,3,153
0.68,1,0,3,0.5,0.52,4,1,5
0.62,1,0,1,0.27,0.24,22,2,47
0.5,1,0,2,0.33,0.36,13,5,110
0.75,1,0,4,0.47,0.48,22,1,79
0.24,1,0,1,0.33,0.3,17,5,211
0.73,1,0,3,0.53,0.56,1,5,41
0.87,3,0,4,0.23,0.26,7,6,7
0.9,1,0,2,0.52,0.54,5,3,33
0.35,1,0,1,0.29,0.26,12,3,67
0.56,1,0,1,0.27,0.3,19,5,118
0.7,2,0,3,0.73,0.76,23,0,50
0.94,2,0,3,0.55,0.62,6,0,3
0.56,1,0,2,0.53,0.56,0,5,77
0.46,1,0,1,0.3,0.34,6,1,26
0.54,1,0,1,0.41,0.4,2,2,3
0.88,3,0,3,0.55,0.6,3,6,25
0.52,2,0,1,0.33,0.3,7,0,24
0.76,2,0,1,0.3,0.34,17,3,194
0.83,2,0,4,0.5,0.52,11,1,128
0.62,1,0,3,0.68,0.74,1,0,79
0.57,1,0,4,0.33,0.36,21,4,136
0.74,1,0,2,0.62,0.66,21,6,220
0.43,1,0,3,0.7,0.78,14,5,229
0.49,1,0,4,0.55,0.58,14,1,166
0.82,1,0,2,0.41,0.4,3,0,23
0.5,1,0,1,0.14,0.14,0,3,6
0.63,1,0,3,0.89,0.86,9,5,208
0.94,2,0,4,0.45,0.46,5,3,17
0.53,1,0,1,0.62,0.64,14,2,212
0.94,3,0,2,0.52,0.54,3,2,4
0.56,1,0,2,0.53,0.56,2,5,19
0.63,1,0,4,0.45,0.46,21,2,195
0.93,2,0,4,0.38,0.36,3,1,3
0.87,1,0,1,0.3,0.28,9,0,59
0.7,2,0,2,0.3,0.3,14,4,83
0.65,2,0,3,0.61,0.62,10,1,202
0.83,1,0,3,0.58,0.64,4,3,11
0.61,1,0,4,0.32,0.3,0,0,102
0.39,2,0,2,0.3,0.3,21,5,75
0.56,1,0,3,0.79,0.82,12,2,185
0.62,1,0,2,0.42,0.42,3,1,7
0.65,1,0,4,0.29,0.3,9,0,147
0.66,1,0,3,0.7,0.74,21,2,195
0.66,2,0,1,0.35,0.32,1,6,16
0.75,2,0,1,0.26,0.24,8,5,205
0.62,1,0,4,0.41,0.4,6,0,26
0.89,2,0,3,0.64,0.68,4,4,7
0.7,1,0,1,0.24,0.24,9,5,241
0.41,1,0,1,0.21,0.24,4,6,4
0.7,2,0,4,0.32,0.32,2,2,5
0.83,1,0,2,0.58,0.62,5,6,10
0.62,1,0,3,0.68,0.72,7,1,267
0.7,1,0,1,0.3,0.3,6,4,47
0.57,2,0,4,0.36,0.36,12,3,144
0.4,2,0,2,0.53,0.56,15,5,252
0.56,1,0,1,0.29,0.28,21,0,66
0.5,2,0,4,0.35,0.36,19,5,204
0.51,2,0,3,0.67,0.74,7,3,271
0.39,1,0,3,0.74,0.84,11,3,165
0.6,1,0,1,0.26,0.26,9,1,230
0.61,2,0,3,0.65,0.7,1,0,78
0.26,1,0,1,0.29,0.32,22,0,64
0.65,1,0,2,0.61,0.64,0,2,20
0.79,1,0,3,0.64,0.68,0,1,40
0.81,1,0,4,0.27,0.28,6,0,15
0.74,2,0,1,0.12,0.14,9,2,106
0.56,1,0,2,0.53,0.56,1,5,29
0.37,1,0,1,0.52,0.54,14,4,192
0.79,1,0,3,0.67,0.7,20,0,181
0.52,1,0,1,0.27,0.28,6,2,104
0.52,2,0,4,0.26,0.28,1,4,23
0.81,2,0,4,0.29,0.26,1,6,95
0.61,1,0,3,0.65,0.7,11,2,153
0.63,2,0,4,0.5,0.52,15,2,254
0.78,2,0,2,0.59,0.64,17,4,272
0.41,1,0,1,0.21,0.22,14,5,64
0.66,2,0,1,0.32,0.32,4,6,3
0.74,2,0,3,0.67,0.7,22,4,135
0.42,2,0,2,0.48,0.5,3,3,6
0.43,1,0,2,0.33,0.36,5,3,40
0.89,2,0,3,0.64,0.68,5,2,36
0.33,1,0,4,0.33,0.32,12,5,165
1.0,2,0,3,0.52,0.62,9,4,69
0.73,1,0,3,0.59,0.62,2,3,6
0.73,1,0,4,0.53,0.56,13,5,132
0.46,1,0,1,0.29,0.34,12,3,140
0.87,2,0,2,0.33,0.34,10,6,133
0.65,2,0,4,0.32,0.3,1,5,21
0.41,1,0,2,0.62,0.64,12,2,169
0.37,1,0,2,0.41,0.4,0,5,55
0.36,1,0,2,0.5,0.52,4,4,9
0.42,2,1,1,0.3,0.34,3,1,5
0.76,1,0,4,0.39,0.38,2,3,16
0.7,2,0,1,0.24,0.24,21,0,28
0.87,1,0,4,0.39,0.38,21,0,113
0.86,3,0,1,0.15,0.14,20,3,84
0.94,3,0,2,0.42,0.42,11,6,31
0.52,1,0,2,0.5,0.52,8,6,115
0.46,1,0,1,0.35,0.36,11,0,256
0.57,1,0,2,0.62,0.64,0,0,113
0.71,1,0,4,0.42,0.42,1,2,8
0.87,2,0,1,0.29,0.3,2,6,20
0.53,1,0,3,0.55,0.58,10,4,190
0.74,1,0,3,0.71,0.74,5,6,14
0.76,2,0,2,0.35,0.36,0,5,25
0.57,2,0,4,0.38,0.36,5,2,15
0.41,1,0,1,0.42,0.42,20,5,177
0.42,1,0,1,0.27,0.3,10,2,132
0.69,2,0,2,0.61,0.62,23,4,172
0.84,1,0,3,0.67,0.7,4,0,6
0.54,1,0,1,0.42,0.42,17,6,129
0.37,2,0,1,0.2,0.2,16,3,79
0.35,1,0,2,0.42,0.42,21,4,187
0.59,1,0,4,0.45,0.46,23,5,95
0.72,2,0,2,0.48,0.5,20,2,168
0.54,2,0,4,0.44,0.44,4,0,11
1.0,3,0,2,0.26,0.26,0,5,6
0.7,1,0,1,0.33,0.3,7,5,262
0.69,2,0,3,0.61,0.64,8,0,124
0.54,1,0,3,0.67,0.72,3,4,5
0.62,1,0,4,0.44,0.44,20,0,200
0.67,1,0,3,0.47,0.48,3,2,8
0.53,1,0,1,0.35,0.32,23,1,19
0.88,2,0,3,0.55,0.6,21,2,207
0.6,1,0,2,0.55,0.58,6,4,181
0.66,3,0,2,0.33,0.34,11,5,106
0.87,3,0,2,0.29,0.34,22,0,13
0.38,1,0,2,0.62,0.62,13,1,174
0.41,1,0,4,0.23,0.26,5,6,3
0.78,2,0,2,0.59,0.64,11,3,156
0.51,1,0,4,0.45,0.46,23,0,67
0.68,1,0,3,0.52,0.54,23,0,94
0.7,2,0,1,0.29,0.3,21,5,70
0.55,1,0,4,0.21,0.22,5,4,32
0.81,2,0,2,0.35,0.36,0,6,43
0.93,3,0,4,0.2,0.22,17,6,31
0.41,2,0,4,0.21,0.26,9,6,122
0.44,1,0,3,0.65,0.72,23,6,225
0.56,1,0,2,0.52,0.54,2,6,59
0.66,1,0,3,0.7,0.74,11,1,229
0.31,1,0,1,0.35,0.34,19,2,150
0.59,2,0,4,0.48,0.5,7,0,65
0.42,1,0,3,0.89,0.92,14,6,236
0.88,1,0,2,0.53,0.56,5,1,31
0.4,2,0,1,0.2,0.2,15,1,45
0.65,1,0,1,0.27,0.26,3,1,3
0.88,1,0,1,0.52,0.54,2,2,10
0.34,1,0,2,0.48,0.5,20,4,258
0.84,1,0,3,0.71,0.72,21,0,136
0.94,2,0,2,0.52,0.6,2,2,10
0.41,1,0,4,0.45,0.46,13,3,214
0.46,1,0,1,0.39,0.38,19,2,281
0.65,1,0,4,0.3,0.28,2,3,3
0.77,1,0,4,0.44,0.44,5,1,36
0.52,1,0,1,0.29,0.24,21,2,66
0.56,1,0,3,0.79,0.82,8,0,104
0.88,1,0,3,0.53,0.56,3,2,3
0.93,3,0,1,0.3,0.34,9,5,114
0.41,1,0,1,0.42,0.42,18,6,241
0.89,1,0,3,0.58,0.64,0,0,134
0.83,2,0,3,0.61,0.66,13,4,193
0.88,2,0,3,0.56,0.62,6,6,23
0.55,1,0,1,0.18,0.18,10,5,44
0.66,1,0,1,0.32,0.32,11,5,171
0.82,1,0,1,0.39,0.38,6,5,40
0.87,1,0,4,0.33,0.32,0,1,24
0.83,2,0,3,0.61,0.66,10,1,175
0.52,1,0,4,0.53,0.56,10,2,170
0.88,3,0,4,0.55,0.6,1,5,13
0.49,2,0,1,0.3,0.3,14,5,261
0.87,3,0,4,0.26,0.28,0,6,19
0.51,1,0,2,0.45,0.46,1,5,46
0.67,3,0,4,0.42,0.42,7,6,36
0.94,1,0,2,0.45,0.46,21,1,91
0.77,2,0,4,0.48,0.5,12,1,162
0.94,3,0,2,0.48,0.5,8,6,88
0.89,1,0,3,0.64,0.68,5,0,9
0.78,1,0,4,0.55,0.58,23,5,171
0.88,1,1,4,0.47,0.48,2,1,19
0.53,1,0,4,0.33,0.34,10,5,198
1.0,2,0,2,0.32,0.32,0,6,18
0.83,1,0,4,0.53,0.56,8,6,206
0.56,1,0,2,0.62,0.6,21,2,243
0.42,1,0,1,0.27,0.3,4,6,2
0.44,1,0,4,0.42,0.42,14,5,170
0.83,1,0,3,0.61,0.66,8,6,162
0.35,1,0,1,0.41,0.4,20,0,47
0.41,1,0,4,0.45,0.46,20,5,142
1.0,2,0,2,0.52,0.54,6,1,96
0.64,2,0,1,0.27,0.3,5,2,8
0.72,1,0,2,0.5,0.52,5,0,12
0.88,3,0,2,0.55,0.6,21,2,71
0.75,1,0,1,0.26,0.24,10,1,55
0.87,2,0,4,0.39,0.38,21,2,125
0.43,1,0,4,0.55,0.58,14,4,195
0.43,1,0,2,0.62,0.6,15,4,262
0.7,2,0,2,0.27,0.26,7,6,18
0.48,1,0,2,0.5,0.52,5,5,28
0.87,3,0,2,0.3,0.34,1,1,2
